request_id,latency_ms,prompt_tokens,batched,model_size_b,region,instance_type,server_id
594,225.71,1397,1,65.58,us-east,small,13
595,195.93,797,0,35.94,us-east,small,7
596,287.14,1857,1,21.73,eu-west,small,18
597,171.76,1314,0,28.22,eu-west,medium,12
598,161.89,289,1,46.43,us-east,small,2
599,139.12,625,0,41.25,ap-south,large,5
600,215.67,1009,1,31.88,us-east,small,9
601,99.45,1388,1,15.95,ap-south,large,13
602,165.32,633,0,60.16,eu-west,medium,5
603,135.49,578,0,22.77,eu-west,medium,5
604,192.67,1173,1,24.65,eu-west,small,11
605,106.35,285,0,49.38,ap-south,large,2
606,167.3,701,1,29.77,eu-west,small,6
607,138.49,132,1,30.33,us-east,small,0
608,212.47,1283,1,69.32,us-east,medium,12
609,229.73,1659,0,21.57,eu-west,medium,16
610,209.42,1855,0,42.98,us-east,medium,18
611,157.57,861,1,22.08,us-east,small,8
612,171.87,1753,1,36.88,us-east,medium,17
613,178.1,1382,0,48.31,ap-south,large,13
614,129.14,1693,1,22.09,us-east,large,16
615,97.41,152,1,28.93,us-east,medium,1
616,139.5,1766,0,48.04,eu-west,large,17
617,142.62,699,1,37.38,us-east,medium,6
618,185.39,934,1,56.38,ap-south,large,9
619,139.57,804,0,13.04,ap-south,large,7
620,154.28,536,1,58.24,eu-west,medium,4
621,91.93,66,1,45.3,eu-west,large,0
622,227.15,1551,1,1.02,us-east,small,15
623,179.67,818,0,46.69,us-east,small,7
624,188.57,958,1,28.04,eu-west,small,9
625,148.39,1298,1,16.87,eu-west,medium,12
626,180.18,1907,1,30.24,us-east,small,19
627,124.71,1429,1,8.91,ap-south,large,14
628,112.84,472,0,66.13,us-east,medium,4
629,113.87,95,0,53.73,eu-west,medium,0
630,123.54,448,1,43.08,ap-south,large,4
631,140.53,1471,0,30.56,ap-south,large,14
632,177.65,763,0,25.73,us-east,small,7
633,188.58,1431,1,13.03,ap-south,large,14
634,199.23,1106,0,64.12,ap-south,medium,10
635,213.99,1102,0,66.65,ap-south,medium,10
636,167.5,266,0,63.3,eu-west,small,2
637,241.12,1855,0,52.02,us-east,small,18
638,105.71,533,0,28.97,ap-south,large,4
639,210.62,646,1,69.75,us-east,small,6
640,224.96,827,1,64.69,us-east,small,7
641,155.08,585,0,12.85,us-east,small,5
642,119.39,657,1,35.87,ap-south,large,6
643,133.57,626,0,42.71,eu-west,medium,5
644,160.93,1224,0,61.94,us-east,small,12
645,119.51,349,1,37.53,us-east,medium,3
646,221.56,1811,0,19.93,us-east,medium,18
647,183.42,1032,0,52.37,ap-south,large,10
648,148.56,1252,1,24.38,us-east,small,12
649,91.58,369,1,20.36,eu-west,large,3
650,237.03,1671,0,56.85,eu-west,small,16
651,186.69,1672,1,28.67,ap-south,large,16
652,194.7,1941,0,38.27,ap-south,medium,19
653,112.12,683,0,30.37,us-east,medium,6
654,213.35,1220,0,20.26,ap-south,large,11
655,193.92,1015,0,26.97,eu-west,small,9
656,218.73,1840,0,43.47,us-east,small,18
657,196.93,1389,1,20.49,ap-south,small,13
658,172.8,1223,0,63.28,eu-west,medium,12
659,151.49,115,1,67.75,eu-west,medium,0
660,142.9,1711,0,40.5,ap-south,large,17
661,125.5,82,1,62.12,ap-south,large,0
662,152.55,399,1,50.39,us-east,medium,3
663,110.18,1241,1,24.77,eu-west,large,12
664,165.1,652,1,33.42,us-east,small,6
665,147.09,1028,0,35.16,eu-west,large,10
666,101.41,326,0,16.16,us-east,medium,2
667,285.97,1921,1,54.97,eu-west,small,19
668,128.92,1144,0,16.33,ap-south,large,11
669,172.55,535,0,38.4,eu-west,small,4
670,272.32,1216,1,59.51,ap-south,small,11
671,245.07,809,1,69.4,us-east,small,7
672,136.94,1376,1,8.08,us-east,small,13
673,203.65,1053,0,35.9,ap-south,medium,10
674,280.04,1634,1,65.24,us-east,small,16
675,160.09,1421,1,50.83,ap-south,large,14
676,99.59,268,1,61.51,us-east,large,2
677,81.56,953,1,18.74,ap-south,large,9
678,168.38,1299,1,23.42,us-east,small,12
679,168.15,855,1,48.52,ap-south,medium,8
680,189.91,753,0,33.07,us-east,small,7
681,164.81,776,0,16.35,eu-west,medium,7
682,126.41,540,0,43.27,eu-west,medium,5
683,235.64,1243,1,69.1,eu-west,medium,12
684,144.0,716,0,45.94,eu-west,medium,6
685,178.98,370,1,41.12,eu-west,small,3
686,107.21,906,0,9.34,eu-west,large,8
687,217.35,1264,1,51.9,ap-south,medium,12
688,168.27,1090,0,63.29,ap-south,large,10
689,105.57,1332,0,38.79,us-east,large,13
690,88.81,79,0,6.92,us-east,medium,0
691,93.39,296,0,20.05,ap-south,large,2
692,148.0,1727,0,7.96,us-east,small,17
693,109.96,458,0,4.07,ap-south,medium,4
694,223.47,1458,0,48.88,eu-west,small,14
695,164.7,1011,0,60.81,us-east,small,9
696,220.87,1634,1,39.04,eu-west,medium,16
697,87.77,396,0,62.4,us-east,large,3
698,235.37,1466,1,49.92,eu-west,small,14
699,149.34,601,0,61.87,us-east,small,5
700,205.79,1441,0,26.17,ap-south,medium,14
701,170.7,140,1,52.12,eu-west,small,0
702,133.86,454,1,12.92,us-east,small,4
703,161.97,1205,0,6.76,ap-south,large,11
704,107.17,184,0,29.02,eu-west,medium,1
705,179.44,1242,1,13.41,us-east,small,12
706,170.24,299,0,64.29,us-east,small,2
707,149.7,1870,1,56.29,ap-south,large,18
708,178.26,1840,0,8.6,ap-south,large,18
709,180.92,823,0,27.55,ap-south,medium,7
710,211.77,1801,0,38.77,us-east,small,17
711,136.15,250,1,55.15,ap-south,large,2
712,183.55,1690,0,7.06,eu-west,small,16
713,171.49,1766,0,58.18,eu-west,medium,17
714,170.15,969,1,66.63,eu-west,large,9
715,80.48,363,0,18.35,eu-west,large,3
716,137.96,85,1,22.86,eu-west,small,0
717,136.5,594,1,53.27,eu-west,large,5
718,137.75,919,0,9.76,us-east,small,8
719,245.03,1680,1,54.47,us-east,small,16
720,206.99,1845,1,53.6,us-east,small,18
721,120.54,220,0,33.79,eu-west,medium,1
722,178.72,767,0,52.74,eu-west,medium,7
723,225.09,1934,1,62.99,ap-south,large,19
724,245.14,1541,1,57.84,ap-south,large,15
725,233.44,792,1,55.35,eu-west,small,7
726,229.14,1842,0,65.59,eu-west,medium,18
727,161.97,512,1,28.97,eu-west,small,4
728,143.3,1204,1,9.08,us-east,small,11
729,155.86,312,0,69.17,us-east,small,2
730,224.1,1710,0,67.04,us-east,small,17
731,192.26,773,1,63.67,eu-west,medium,7
732,237.88,1933,0,40.37,ap-south,medium,19
733,177.01,1851,0,9.76,us-east,small,18
734,99.23,459,1,14.29,eu-west,medium,4
735,163.66,703,0,52.73,us-east,small,6
736,333.63,1568,1,64.33,us-east,small,15
737,123.96,795,0,60.18,eu-west,large,7
738,126.55,558,0,19.0,ap-south,large,5
739,177.88,1893,0,32.06,us-east,small,18
740,189.53,1112,1,1.57,eu-west,medium,10
741,83.85,262,0,29.97,eu-west,large,2
742,158.49,1803,1,29.37,ap-south,large,17
743,218.8,1697,0,66.04,us-east,small,16
744,252.37,1934,1,49.98,ap-south,large,19
745,210.05,1097,0,22.11,eu-west,small,10
746,148.28,490,0,41.15,eu-west,medium,4
747,164.88,1618,1,13.85,ap-south,medium,16
748,152.95,1958,1,30.4,eu-west,large,19
749,160.14,519,0,17.73,eu-west,small,4
750,243.18,1602,1,9.71,ap-south,small,15
751,116.39,515,1,39.06,ap-south,large,4
752,205.63,1316,1,28.56,ap-south,large,12
753,217.67,1323,1,47.93,eu-west,small,13
754,194.19,1565,1,4.27,us-east,small,15
755,66.71,358,0,6.5,eu-west,large,3
756,171.35,551,0,6.3,eu-west,small,5
757,120.28,703,0,12.25,ap-south,large,6
758,205.8,1711,1,47.7,us-east,small,17
759,130.17,352,1,13.07,us-east,small,3
760,162.0,1066,0,18.99,us-east,large,10
761,103.74,214,0,40.76,ap-south,large,1
762,139.91,439,1,45.66,us-east,medium,3
763,182.68,867,0,40.87,eu-west,medium,8
764,244.57,1560,1,43.15,eu-west,small,15
765,183.84,1672,1,37.72,eu-west,medium,16
766,94.77,193,0,23.2,ap-south,large,1
767,172.29,1351,0,43.33,eu-west,small,13
768,195.75,1299,0,28.37,us-east,small,12
769,169.79,362,0,52.28,eu-west,small,3
770,188.41,1897,0,9.68,eu-west,large,18
771,220.77,1730,0,63.49,eu-west,medium,17
772,280.53,1716,1,43.29,us-east,small,17
773,128.41,326,1,2.41,us-east,small,2
774,159.89,1212,1,2.92,us-east,small,11
775,161.44,690,0,66.65,us-east,small,6
776,153.36,87,0,55.58,eu-west,small,0
777,226.98,1764,0,39.63,us-east,small,17
778,113.1,550,1,13.13,us-east,medium,5
779,174.15,679,0,23.14,us-east,small,6
780,199.18,1950,0,13.88,eu-west,small,19
781,175.01,1074,1,21.4,us-east,small,10
782,184.62,782,0,68.18,us-east,medium,7
783,74.92,330,0,20.32,us-east,large,2
784,136.29,1442,0,16.41,us-east,medium,14
785,171.6,622,0,44.27,us-east,small,5
786,201.17,1365,1,39.75,us-east,small,13
787,159.29,421,0,7.64,us-east,small,3
788,140.61,1226,1,49.47,eu-west,medium,12
789,90.31,237,0,31.27,ap-south,large,1
790,209.74,736,0,67.54,us-east,small,7
791,180.29,1476,0,23.04,us-east,small,14
792,152.74,1241,1,21.7,us-east,small,12
793,177.46,1545,0,34.78,eu-west,medium,15
794,80.48,650,0,6.65,us-east,large,6
795,162.82,1864,0,45.15,eu-west,large,18
796,113.51,761,1,22.52,eu-west,large,7
797,110.23,303,0,23.46,us-east,medium,2
798,193.48,619,1,58.06,us-east,small,5
799,169.45,456,0,47.45,eu-west,small,4
800,138.95,990,0,27.63,ap-south,large,9
801,213.41,1915,1,49.13,eu-west,medium,19
802,167.16,1288,1,50.97,eu-west,large,12
803,161.08,699,1,56.89,eu-west,medium,6
804,156.12,291,0,67.31,us-east,small,2
805,141.72,986,0,40.2,eu-west,medium,9
806,152.05,1048,0,28.18,ap-south,large,10
807,146.49,469,0,37.54,us-east,small,4
808,163.06,988,1,50.14,us-east,medium,9
809,177.87,790,0,69.87,ap-south,large,7
810,145.16,1329,1,4.72,us-east,small,13
811,136.47,149,0,15.45,eu-west,small,1
812,198.91,1892,1,39.26,us-east,medium,18
813,171.97,1701,1,12.71,eu-west,small,16
814,256.81,1633,0,56.61,eu-west,medium,16
815,157.79,1245,1,2.42,us-east,small,12
816,178.32,1713,1,18.63,us-east,small,17
817,126.57,54,0,26.99,us-east,small,0
818,63.4,158,1,4.46,ap-south,large,1
819,98.51,181,1,26.7,ap-south,large,1
820,230.72,1522,1,30.78,us-east,small,15
821,148.8,359,1,51.14,eu-west,medium,3
822,153.8,53,1,51.69,us-east,small,0
823,193.3,517,1,62.34,us-east,small,4
824,241.22,1225,1,69.45,eu-west,small,12
825,112.61,1990,0,41.1,eu-west,large,19
826,156.17,500,1,41.05,us-east,small,4
827,261.27,1573,0,5.47,us-east,small,15
828,201.6,1935,0,45.95,ap-south,large,19
829,181.31,1305,1,63.56,ap-south,large,12
830,186.31,843,0,18.82,eu-west,medium,8
831,185.76,615,1,27.35,ap-south,medium,5
832,155.89,949,1,44.15,us-east,small,9
833,135.11,157,1,26.67,us-east,small,1
834,176.79,1729,0,48.08,eu-west,large,17
835,158.12,1207,1,31.2,us-east,medium,11
836,193.09,822,0,23.1,eu-west,small,7
837,159.45,533,0,66.78,eu-west,small,4
838,155.27,967,1,20.6,eu-west,medium,9
839,229.17,1722,0,67.22,ap-south,large,17
840,176.48,724,1,65.51,ap-south,large,6
841,208.02,1939,0,69.49,us-east,medium,19
842,174.22,1562,1,22.77,ap-south,large,15
843,105.14,986,1,7.11,ap-south,large,9
844,238.4,1529,0,56.9,us-east,small,15
845,154.16,871,1,46.61,eu-west,large,8
846,273.12,1813,0,10.33,ap-south,small,18
847,110.53,354,0,47.46,ap-south,large,3
848,163.98,377,0,67.67,us-east,small,3
849,175.14,951,0,9.64,us-east,small,9
850,174.03,580,0,35.65,us-east,small,5
851,176.05,1436,1,58.0,ap-south,large,14
852,86.37,726,1,3.22,ap-south,large,6
853,249.32,1838,1,69.55,us-east,small,18
854,268.78,1979,0,62.76,eu-west,medium,19
855,226.86,1140,0,52.98,ap-south,large,11
856,226.27,1459,0,29.77,eu-west,small,14
857,100.46,76,0,43.41,us-east,medium,0
858,165.87,704,0,5.48,us-east,small,6
859,132.78,1355,1,8.62,us-east,small,13
860,103.71,216,0,2.94,eu-west,medium,1
861,150.17,361,0,63.94,ap-south,medium,3
862,161.56,213,0,60.72,eu-west,small,1
863,152.89,1259,0,25.54,us-east,small,12
864,132.72,1469,1,39.06,eu-west,medium,14
865,161.18,785,1,65.59,eu-west,large,7
866,85.46,226,0,18.29,ap-south,large,1
867,238.37,1227,0,53.85,ap-south,small,12
868,50.81,105,1,5.77,eu-west,large,0
869,181.48,1368,1,36.23,eu-west,medium,13
870,146.32,354,0,6.89,eu-west,small,3
871,182.38,952,1,35.02,eu-west,small,9
872,144.63,1653,0,8.03,ap-south,large,16
873,199.29,734,0,51.49,ap-south,medium,7
874,120.27,218,1,18.48,us-east,small,1
875,158.57,1534,0,52.34,ap-south,large,15
876,233.25,545,1,66.32,eu-west,small,5
877,145.87,378,1,30.21,eu-west,small,3
878,124.06,1617,0,25.26,us-east,medium,16
879,112.86,250,1,33.39,us-east,medium,2
880,109.67,190,1,5.11,us-east,small,1
881,88.64,1951,0,42.79,us-east,large,19
882,134.32,883,1,55.8,eu-west,large,8
883,173.88,1912,1,8.9,eu-west,small,19
884,206.73,1586,0,4.81,eu-west,small,15
885,58.09,1247,1,16.58,us-east,medium,12
886,61.72,385,1,1.15,eu-west,large,3
887,154.25,490,0,37.69,eu-west,small,4
888,118.24,895,1,3.41,us-east,medium,8
889,213.17,768,0,51.59,eu-west,small,7
890,188.68,557,0,69.16,ap-south,medium,5
891,87.52,175,0,28.19,ap-south,large,1
892,132.36,791,0,41.82,us-east,medium,7
893,262.04,1866,1,21.92,eu-west,small,18
894,170.25,1199,0,35.2,us-east,medium,11
895,192.04,552,1,58.23,ap-south,medium,5
896,143.16,1487,1,42.55,ap-south,medium,14
897,94.21,399,1,9.34,ap-south,large,3
898,192.11,866,1,26.35,eu-west,small,8
899,161.74,936,0,31.15,us-east,small,9
900,188.98,1139,0,38.69,us-east,medium,11
901,148.59,1288,0,68.55,eu-west,large,12
902,218.42,1844,1,52.87,us-east,small,18
903,205.06,1955,0,25.36,ap-south,large,19
904,111.28,85,1,64.29,eu-west,large,0
905,206.51,1500,1,48.6,us-east,small,14
906,216.97,963,0,60.6,ap-south,small,9
907,114.9,1466,1,26.72,eu-west,medium,14
908,149.56,1001,0,17.34,us-east,medium,9
909,261.33,1750,1,29.22,us-east,small,17
910,166.21,944,0,51.67,eu-west,medium,9
911,211.19,955,1,56.56,us-east,small,9
912,154.99,346,1,62.64,eu-west,medium,3
913,65.03,1230,0,9.38,us-east,large,12
914,176.45,1136,1,23.03,ap-south,large,11
915,125.08,404,1,12.57,us-east,small,3
916,192.99,623,1,21.03,eu-west,small,5
917,102.4,226,0,40.93,ap-south,large,1
918,191.73,1210,0,66.91,ap-south,large,11
919,119.61,1630,1,9.94,eu-west,large,16
920,163.98,635,0,4.38,us-east,small,5
921,215.23,1764,0,47.36,ap-south,medium,17
922,136.03,124,0,43.97,us-east,small,0
923,212.44,1033,1,34.76,eu-west,small,10
924,165.37,513,1,53.7,eu-west,medium,4
925,210.45,1104,0,54.74,us-east,small,10
926,106.31,660,1,2.51,eu-west,medium,6
927,141.74,929,1,39.07,ap-south,large,9
928,198.26,320,1,58.21,eu-west,small,2
929,136.98,116,0,42.73,us-east,small,0
930,246.71,1769,1,30.5,eu-west,small,17
931,184.3,1354,1,35.29,eu-west,medium,13
932,155.14,1631,0,52.45,eu-west,large,16
933,127.7,338,1,40.52,ap-south,large,2
934,233.97,1283,0,63.65,us-east,small,12
935,239.77,1120,0,1.49,ap-south,small,10
936,126.76,170,1,16.68,us-east,small,1
937,215.74,1903,0,11.02,eu-west,medium,18
938,226.92,1332,0,24.78,us-east,small,13
939,228.68,1825,1,52.01,eu-west,small,18
940,192.44,1907,1,38.15,us-east,small,19
941,224.29,1612,1,16.68,us-east,small,16
942,154.17,544,0,17.69,us-east,small,5
943,145.94,1645,0,25.17,eu-west,medium,16
944,153.55,1811,1,62.77,ap-south,large,18
945,128.64,131,1,22.6,us-east,small,0
946,209.23,827,1,58.44,eu-west,medium,7
947,166.29,1054,0,47.54,us-east,medium,10
948,260.99,1765,1,46.79,us-east,small,17
949,145.96,332,0,60.69,us-east,small,2
950,173.26,813,1,13.82,ap-south,medium,7
951,200.97,1151,0,28.79,ap-south,large,11
952,163.93,483,0,68.88,us-east,small,4
953,126.62,659,0,66.42,eu-west,medium,6
954,158.81,455,1,27.66,eu-west,small,4
955,51.26,490,1,11.96,us-east,large,4
956,248.37,919,1,55.34,us-east,small,8
957,229.76,1563,0,63.83,us-east,small,15
958,266.56,1760,1,65.54,eu-west,medium,17
959,206.45,1041,1,36.21,us-east,small,10
960,194.62,764,0,34.89,us-east,small,7
961,149.84,411,0,30.13,eu-west,small,3
962,224.99,1048,1,69.01,us-east,small,10
963,144.94,182,0,51.86,us-east,small,1
964,143.78,774,0,49.34,ap-south,large,7
965,58.13,183,1,5.64,eu-west,large,1
966,153.42,976,1,55.98,ap-south,large,9
967,156.46,1581,1,44.29,ap-south,large,15
968,201.01,1454,1,29.03,eu-west,small,14
969,212.53,1925,0,55.6,us-east,small,19
970,237.92,1875,1,55.65,eu-west,medium,18
971,160.21,1208,1,68.68,us-east,large,11
972,270.23,1859,0,29.75,us-east,small,18
973,173.37,1061,1,3.36,us-east,small,10
974,162.68,1465,1,52.1,us-east,small,14
975,119.91,1383,0,29.72,eu-west,large,13
976,178.58,559,0,31.69,us-east,small,5
977,140.45,463,1,40.27,eu-west,medium,4
978,174.97,1961,0,23.05,eu-west,large,19
979,134.21,1380,1,27.03,eu-west,small,13
980,101.49,622,0,8.26,us-east,medium,5
981,152.3,552,0,20.65,us-east,small,5
982,160.25,769,0,24.07,eu-west,medium,7
983,131.83,63,1,18.96,eu-west,small,0
984,168.78,404,1,60.62,us-east,small,3
985,185.27,1666,0,7.13,eu-west,medium,16
986,187.26,1312,1,61.73,eu-west,large,12
987,220.57,1655,0,36.4,ap-south,large,16
988,152.36,1030,0,29.11,ap-south,large,10
989,222.63,1542,1,62.16,ap-south,medium,15
990,158.47,827,0,36.94,us-east,medium,7
991,80.96,197,0,27.31,eu-west,large,1
992,227.98,1718,0,59.5,us-east,small,17
993,200.4,1791,0,7.35,eu-west,medium,17
994,139.96,1240,1,19.88,eu-west,small,12
995,204.06,1996,0,12.85,us-east,small,19
996,106.37,126,1,23.75,eu-west,medium,0
997,116.39,1618,1,13.97,eu-west,medium,16
998,217.82,1589,1,57.64,eu-west,medium,15
999,285.93,1837,1,58.06,us-east,small,18
1000,101.56,575,1,9.15,ap-south,large,5
1001,195.79,1088,1,12.79,ap-south,medium,10
1002,85.37,488,1,16.44,eu-west,medium,4
1003,223.88,1226,1,33.85,us-east,small,12
1004,200.16,1083,1,45.77,eu-west,medium,10
1005,113.19,434,0,23.9,eu-west,large,3
1006,198.01,1719,1,55.73,eu-west,small,17
1007,177.37,1931,1,14.31,us-east,small,19
1008,251.22,1558,0,48.6,us-east,small,15
1009,257.54,1729,0,18.42,us-east,small,17
1010,171.79,1828,0,64.89,us-east,large,18
1011,122.17,1440,0,61.34,ap-south,large,14
1012,206.17,1764,1,11.67,eu-west,medium,17
1013,164.93,1491,0,61.02,us-east,large,14
1014,150.84,412,0,27.75,us-east,small,3
1015,183.33,596,1,55.44,us-east,medium,5
1016,227.82,1357,0,29.06,ap-south,large,13
1017,218.62,1652,1,22.72,eu-west,small,16
1018,105.99,412,1,29.39,ap-south,large,3
1019,229.86,1854,1,12.88,us-east,small,18
1020,148.84,1348,1,32.25,eu-west,large,13
1021,153.79,1201,0,59.57,ap-south,large,11
1022,123.83,153,0,56.42,eu-west,medium,1
1023,168.55,941,0,9.58,us-east,small,9
1024,127.14,392,1,8.51,us-east,small,3
1025,136.94,180,0,1.5,eu-west,small,1
1026,135.82,760,1,51.93,us-east,large,7
1027,129.79,1406,0,37.35,ap-south,large,13
1028,166.68,1852,0,58.29,eu-west,large,18
1029,118.34,445,1,11.01,eu-west,small,4
1030,150.55,137,0,13.05,ap-south,small,0
1031,209.92,1665,0,10.47,us-east,medium,16
1032,198.33,1910,0,4.21,eu-west,medium,19
1033,164.63,342,1,66.21,eu-west,medium,2
1034,174.46,1291,1,10.33,eu-west,medium,12
1035,155.22,1135,0,3.03,us-east,medium,11
1036,206.09,1822,1,21.76,ap-south,large,18
1037,132.53,642,1,12.23,ap-south,medium,6
1038,183.57,1286,0,56.79,us-east,medium,12
1039,178.38,1516,0,60.35,eu-west,medium,15
1040,120.17,1250,0,2.65,ap-south,large,12
1041,217.71,1637,1,67.27,eu-west,medium,16
1042,140.09,965,0,29.36,us-east,medium,9
1043,223.01,1094,1,10.55,us-east,small,10
1044,169.32,1403,1,43.57,eu-west,medium,13
1045,126.83,1302,1,10.28,eu-west,large,12
1046,178.92,563,1,38.15,us-east,small,5
1047,134.43,698,1,29.88,eu-west,medium,6
1048,106.9,1393,0,33.48,ap-south,large,13
1049,151.39,483,1,60.2,us-east,medium,4
1050,234.26,1208,1,24.98,ap-south,small,11
1051,145.58,85,0,69.97,us-east,small,0
1052,211.25,1684,0,40.02,us-east,small,16
1053,101.32,180,1,16.19,eu-west,medium,1
1054,122.94,516,1,12.76,eu-west,medium,4
1055,151.62,181,0,64.17,us-east,small,1
1056,192.73,1878,1,22.45,us-east,small,18
1057,120.0,251,0,53.61,ap-south,large,2
1058,115.39,470,1,45.75,us-east,medium,4
1059,132.44,330,1,15.23,us-east,small,2
1060,104.22,679,0,54.16,eu-west,large,6
1061,158.31,513,1,25.55,eu-west,small,4
1062,68.54,103,1,3.35,us-east,medium,0
1063,137.78,1971,0,43.54,eu-west,small,19
1064,196.57,1647,1,18.45,us-east,small,16
1065,106.3,1452,1,36.58,eu-west,large,14
1066,162.13,608,0,68.76,us-east,small,5
1067,168.29,641,0,51.72,ap-south,medium,6
1068,224.72,1546,1,65.04,eu-west,medium,15
1069,198.99,1697,1,27.82,eu-west,medium,16
1070,136.46,756,0,44.07,eu-west,large,7
1071,152.13,577,1,57.49,ap-south,large,5
1072,93.01,144,1,25.89,us-east,medium,0
1073,220.64,1572,0,31.88,eu-west,medium,15
1074,134.44,1803,0,14.57,us-east,medium,17
1075,222.13,1188,1,18.63,eu-west,medium,11
1076,153.49,280,0,27.72,us-east,small,2
1077,166.91,1255,1,1.0,us-east,small,12
1078,215.42,1926,0,48.42,eu-west,small,19
1079,84.74,964,1,23.49,eu-west,large,9
1080,163.84,466,0,29.46,eu-west,small,4
1081,95.22,263,0,11.51,ap-south,large,2
1082,151.66,1034,0,26.71,ap-south,large,10
1083,188.24,1699,1,6.66,us-east,medium,16
1084,177.54,645,0,12.85,eu-west,small,6
1085,109.72,1888,1,6.75,eu-west,small,18
1086,153.85,1849,0,39.4,eu-west,large,18
1087,117.69,549,1,35.69,eu-west,large,5
1088,160.73,1023,0,45.22,us-east,medium,9
1089,161.43,1024,0,35.26,eu-west,medium,9
1090,167.54,674,0,50.34,eu-west,small,6
1091,182.5,692,0,63.48,eu-west,small,6
1092,205.84,1253,0,44.74,eu-west,small,12
1093,120.68,611,0,20.17,eu-west,large,5
1094,173.45,1223,1,30.47,eu-west,medium,12
1095,104.82,477,0,36.05,ap-south,large,4
1096,132.34,368,1,5.88,eu-west,small,3
1097,171.97,1505,0,68.83,ap-south,small,14
1098,177.05,1121,0,21.65,eu-west,medium,10
1099,166.86,572,0,40.27,us-east,small,5
1100,270.87,1897,0,52.82,us-east,small,18
1101,148.14,311,0,60.38,ap-south,medium,2
1102,140.53,1557,0,50.58,us-east,medium,15
1103,126.09,997,1,1.49,ap-south,large,9
1104,118.16,710,0,45.5,eu-west,large,6
1105,168.89,399,1,51.39,us-east,small,3
1106,125.53,368,0,32.13,eu-west,medium,3
1107,155.23,750,1,13.3,us-east,small,7
1108,204.34,1132,1,10.54,us-east,small,11
1109,186.28,1838,1,45.14,us-east,medium,18
1110,225.44,924,0,67.81,us-east,small,8
1111,157.26,1350,0,29.6,eu-west,large,13
1112,105.82,1249,1,9.67,eu-west,large,12
1113,176.1,1597,0,9.97,eu-west,small,15
1114,163.28,1981,0,69.4,ap-south,large,19
1115,150.66,826,0,34.99,us-east,small,7
1116,219.12,1745,1,1.86,us-east,small,17
1117,150.09,255,0,1.01,eu-west,small,2
1118,97.4,305,1,44.95,eu-west,large,2
1119,148.21,1618,0,63.48,ap-south,large,16
1120,106.81,659,0,21.45,eu-west,large,6
1121,140.98,638,1,16.77,us-east,small,6
1122,124.56,181,0,66.27,eu-west,medium,1
1123,146.68,1067,0,35.24,us-east,medium,10
1124,167.18,1711,0,60.93,us-east,small,17
1125,147.5,447,0,27.19,us-east,small,4
1126,170.37,1918,1,16.28,ap-south,large,19
1127,199.12,1492,0,15.26,eu-west,small,14
1128,252.27,1899,1,68.59,eu-west,medium,18
1129,211.44,1102,0,28.02,us-east,small,10
1130,185.25,1427,1,50.63,us-east,small,14
1131,237.49,1103,1,51.62,us-east,small,10
1132,171.44,547,0,29.85,eu-west,small,5
1133,183.04,859,0,24.22,eu-west,small,8
1134,168.22,974,0,54.38,eu-west,medium,9
1135,162.86,363,1,38.9,us-east,small,3
1136,157.3,1433,1,16.51,us-east,medium,14
1137,250.32,1781,0,26.09,eu-west,medium,17
1138,161.6,484,0,29.15,eu-west,small,4
1139,173.28,1709,0,23.73,eu-west,medium,17
1140,137.98,744,1,5.56,eu-west,medium,7
1141,156.01,1167,0,57.67,eu-west,large,11
1142,137.92,1033,0,13.3,ap-south,medium,10
1143,198.46,1445,1,57.28,us-east,medium,14
1144,108.69,751,1,20.17,us-east,large,7
1145,144.14,1336,1,43.04,eu-west,medium,13
1146,238.55,1671,0,8.94,eu-west,small,16
1147,198.54,1180,1,31.33,ap-south,large,11
1148,116.11,1697,0,4.15,ap-south,large,16
1149,141.66,790,0,60.83,eu-west,large,7
1150,192.07,1108,0,46.62,us-east,small,10
1151,118.04,1317,0,18.49,ap-south,large,12
1152,134.48,392,0,22.74,us-east,small,3
1153,177.37,1291,1,26.98,eu-west,medium,12
1154,124.8,700,0,62.95,eu-west,large,6
1155,155.85,882,0,47.09,us-east,small,8
1156,128.01,1591,0,40.13,ap-south,large,15
1157,195.86,1695,0,29.23,ap-south,large,16
1158,173.87,1374,1,45.79,us-east,medium,13
1159,150.21,259,0,21.98,eu-west,small,2
1160,180.13,577,1,48.47,eu-west,medium,5
1161,104.94,442,1,19.56,ap-south,large,4
1162,131.64,661,0,18.67,us-east,medium,6
1163,209.79,843,0,12.29,eu-west,small,8
1164,144.44,440,0,42.73,ap-south,medium,3
1165,121.44,903,1,18.82,us-east,medium,8
1166,101.73,421,0,21.84,ap-south,large,3
1167,239.07,1846,0,34.69,eu-west,medium,18
1168,203.89,1161,1,64.89,eu-west,medium,11
1169,178.01,95,1,69.77,us-east,small,0
1170,186.79,952,0,23.34,us-east,small,9
1171,112.62,1538,1,43.99,eu-west,large,15
1172,180.25,963,0,42.22,us-east,small,9
1173,135.03,730,1,12.76,ap-south,large,6
1174,199.5,1377,0,62.9,us-east,small,13
1175,127.22,955,1,6.45,us-east,small,9
1176,182.8,1850,0,6.26,ap-south,large,18
1177,183.12,1682,1,12.43,us-east,small,16
1178,193.45,1525,0,20.92,eu-west,large,15
1179,144.62,1584,0,10.88,us-east,small,15
1180,172.52,142,1,64.56,us-east,small,0
1181,155.58,1282,0,64.49,ap-south,large,12
