team_id,week,assistant,merged_per_dev,pr_size,in_review
73,8,1,5.041,193.9,1
73,9,1,6.402,186.9,0
73,10,1,6.366,190.1,1
73,11,1,6.344,153.7,0
73,12,1,6.135,197.3,0
74,1,0,4.199,201.9,0
74,2,0,5.087,219.1,0
74,3,0,4.281,231.7,1
74,4,0,4.962,221.0,0
74,5,0,5.331,211.8,0
74,6,0,7.298,169.2,0
74,7,1,6.663,172.2,0
74,8,1,7.753,103.5,0
74,9,1,5.955,170.8,1
74,10,1,5.394,226.3,0
74,11,1,6.071,137.2,1
74,12,1,6.065,183.0,1
75,1,0,3.692,176.1,0
75,2,0,3.406,261.5,1
75,3,0,2.401,260.2,1
75,4,0,4.075,224.1,0
75,5,0,5.114,143.5,0
75,6,0,1.534,194.3,1
75,7,1,3.082,177.9,1
75,8,1,4.235,196.8,0
75,9,1,5.294,186.1,0
75,10,1,5.966,162.9,0
75,11,1,5.57,109.5,0
75,12,1,3.556,226.5,1
76,1,0,3.142,285.5,1
76,2,0,5.16,243.6,0
76,3,0,4.607,253.1,1
76,4,0,7.056,272.3,0
76,5,0,6.186,225.5,0
76,6,0,3.356,221.2,1
76,7,1,4.517,241.3,1
76,8,1,5.682,205.0,0
76,9,1,5.218,195.2,1
76,10,1,7.194,184.8,1
76,11,1,5.868,207.0,1
76,12,1,6.874,170.4,0
77,1,0,3.053,196.1,0
77,2,0,3.863,302.7,0
77,3,0,3.102,172.0,0
77,4,0,3.778,162.7,0
77,5,0,3.137,230.3,0
77,6,0,1.366,281.2,1
77,7,0,3.792,151.2,0
77,8,0,3.089,183.7,0
77,9,0,3.786,216.2,0
77,10,0,2.52,187.8,0
77,11,0,3.357,196.2,0
77,12,0,3.287,211.1,0
78,1,0,4.745,296.5,0
78,2,0,5.47,234.8,0
78,3,0,3.65,188.1,0
78,4,0,4.649,279.0,0
78,5,0,3.492,229.4,1
78,6,0,2.711,176.8,1
78,7,1,5.438,147.7,1
78,8,1,4.278,177.1,0
78,9,1,4.56,128.6,0
78,10,1,5.258,211.5,0
78,11,1,2.004,288.1,1
78,12,1,5.225,215.0,0
79,1,0,4.944,222.9,0
79,2,0,4.099,347.6,0
79,3,0,4.833,226.9,0
79,4,0,3.836,239.2,0
79,5,0,3.388,226.8,1
79,6,0,3.799,169.3,0
79,7,0,5.34,165.3,0
79,8,0,2.076,327.6,1
79,9,0,3.786,246.0,0
79,10,0,4.749,269.3,0
79,11,0,6.161,196.5,0
79,12,0,4.238,264.1,0
80,1,0,4.843,164.2,0
80,2,0,3.899,219.6,0
80,3,0,4.636,190.4,0
80,4,0,3.266,202.8,1
80,5,0,4.33,216.3,0
80,6,0,3.785,245.6,1
80,7,1,3.093,159.2,1
80,8,1,4.858,104.1,1
80,9,1,4.619,182.4,1
80,10,1,6.563,129.4,0
80,11,1,4.422,132.4,1
80,12,1,5.203,181.5,1
81,1,0,5.659,201.0,0
81,2,0,6.566,180.0,0
81,3,0,5.378,205.9,0
81,4,0,4.649,268.3,0
81,5,0,5.63,180.4,0
81,6,0,5.123,160.8,0
81,7,1,4.68,228.9,1
81,8,1,5.353,160.1,0
81,9,1,4.582,154.7,1
81,10,1,3.649,173.9,1
81,11,1,4.089,141.3,1
81,12,1,3.67,206.1,1
82,1,0,2.956,202.8,1
82,2,0,4.824,192.3,0
82,3,0,4.097,244.8,1
82,4,0,5.404,92.8,0
82,5,0,4.233,225.0,1
82,6,0,3.499,243.9,1
82,7,1,4.99,178.4,0
82,8,1,5.002,111.4,1
82,9,1,6.203,167.5,0
82,10,1,5.025,117.1,0
82,11,1,7.294,83.2,0
82,12,1,5.835,192.1,0
83,1,0,5.648,202.7,0
83,2,0,4.046,286.0,1
83,3,0,5.78,244.2,0
83,4,0,7.714,223.1,0
83,5,0,4.437,244.8,0
83,6,0,5.526,181.2,0
83,7,1,4.776,175.6,1
83,8,1,5.093,228.8,0
83,9,1,5.922,127.9,0
83,10,1,5.433,246.3,1
83,11,1,5.115,238.7,1
83,12,1,4.581,270.1,1
84,1,0,3.588,224.3,1
84,2,0,4.626,217.8,0
84,3,0,3.934,103.1,1
84,4,0,4.296,201.1,1
84,5,0,4.605,162.6,1
84,6,0,5.552,119.7,0
84,7,1,4.706,165.2,1
84,8,1,6.008,150.3,1
84,9,1,7.086,140.8,0
84,10,1,7.678,216.4,0
84,11,1,9.724,181.4,0
84,12,1,8.081,191.7,0
85,1,0,2.464,250.3,1
85,2,0,3.263,239.8,0
85,3,0,3.606,195.8,1
85,4,0,4.052,149.7,0
85,5,0,3.223,231.1,1
85,6,0,4.515,200.5,0
85,7,1,4.757,119.3,1
85,8,1,3.774,221.6,1
85,9,1,5.153,193.3,0
85,10,1,5.394,153.1,0
85,11,1,4.745,133.6,0
85,12,1,4.037,99.6,1
86,1,0,2.248,168.6,1
86,2,0,2.88,256.7,1
86,3,0,4.05,251.6,0
86,4,0,2.083,298.1,1
86,5,0,3.645,175.6,1
86,6,0,5.255,211.8,0
86,7,1,3.867,182.8,0
86,8,1,4.131,126.2,0
86,9,1,4.828,138.1,0
86,10,1,4.432,218.1,0
86,11,1,4.384,252.6,1
86,12,1,3.694,185.9,1
87,1,0,4.178,203.8,1
87,2,0,3.375,220.6,1
87,3,0,5.604,323.9,0
87,4,0,6.291,171.7,0
87,5,0,3.559,240.1,1
87,6,0,5.221,215.2,0
87,7,1,7.038,189.4,0
87,8,1,8.332,130.8,0
87,9,1,6.251,184.0,0
87,10,1,6.872,268.2,0
87,11,1,6.928,216.3,0
87,12,1,6.883,218.4,0
88,1,0,5.69,164.0,0
88,2,0,5.49,177.0,0
88,3,0,3.975,183.1,0
88,4,0,4.851,178.4,0
88,5,0,4.494,262.0,0
88,6,0,4.914,200.9,1
88,7,1,5.171,212.2,1
88,8,1,5.216,241.8,1
88,9,1,5.55,240.4,1
88,10,1,5.796,200.7,1
88,11,1,6.065,283.2,0
88,12,1,6.804,195.5,0
89,1,0,3.786,189.1,0
89,2,0,3.511,239.2,1
89,3,0,4.576,256.2,0
89,4,0,2.623,219.5,1
89,5,0,2.702,250.0,1
89,6,0,3.982,186.4,0
89,7,1,5.469,200.0,0
89,8,1,4.22,196.2,1
89,9,1,5.667,211.7,0
89,10,1,6.224,155.5,0
89,11,1,4.431,171.3,1
89,12,1,5.296,172.3,0
90,1,0,6.27,149.7,0
90,2,0,5.366,233.6,1
90,3,0,8.186,190.0,0
90,4,0,6.968,96.0,0
90,5,0,5.905,235.8,0
90,6,0,6.094,159.0,0
90,7,1,7.424,82.6,0
90,8,1,8.035,165.5,0
90,9,1,7.553,48.0,0
90,10,1,6.393,109.6,1
90,11,1,5.04,245.8,1
90,12,1,6.97,175.4,1
91,1,0,5.616,282.7,0
91,2,0,3.711,213.6,0
91,3,0,3.943,327.5,0
91,4,0,5.294,212.4,0
91,5,0,4.526,309.7,0
91,6,0,4.016,238.6,0
91,7,0,1.58,218.3,1
91,8,0,4.313,257.8,0
91,9,0,2.313,318.5,1
91,10,0,5.57,184.9,0
91,11,0,4.455,286.9,0
91,12,0,3.958,274.9,0
92,1,0,5.406,160.0,0
92,2,0,3.152,166.0,1
92,3,0,4.495,185.6,1
92,4,0,6.52,209.0,0
92,5,0,3.948,140.2,1
92,6,0,5.403,132.0,0
92,7,1,6.718,45.0,0
92,8,1,5.901,150.3,0
92,9,1,4.812,87.2,1
92,10,1,5.509,112.0,1
92,11,1,6.308,108.4,0
92,12,1,7.625,111.3,0
93,1,0,4.63,164.2,0
93,2,0,3.066,225.3,1
93,3,0,4.724,120.4,0
93,4,0,3.325,168.0,1
93,5,0,4.174,141.2,0
93,6,0,3.665,227.1,1
93,7,0,4.191,197.4,0
93,8,0,5.123,249.4,0
93,9,0,4.62,177.9,0
93,10,0,4.879,172.5,0
93,11,0,5.12,171.5,0
93,12,0,4.862,227.9,0
94,1,0,4.244,138.9,0
94,2,0,3.853,166.6,0
94,3,0,4.21,183.1,0
94,4,0,5.401,169.1,0
94,5,0,4.345,204.2,0
94,6,0,4.692,180.5,0
94,7,0,2.034,256.0,1
94,8,0,3.317,272.6,1
94,9,0,4.363,196.2,0
94,10,0,3.541,153.8,0
94,11,0,3.675,165.4,1
94,12,0,4.091,206.4,0
95,1,0,4.841,203.3,0
95,2,0,3.822,205.1,1
95,3,0,4.315,246.8,1
95,4,0,4.413,204.7,0
95,5,0,5.254,187.6,1
95,6,0,3.795,229.2,1
95,7,1,7.098,147.0,0
95,8,1,5.355,217.7,1
95,9,1,5.03,216.3,1
95,10,1,6.274,178.8,0
95,11,1,5.962,125.5,1
95,12,1,6.721,131.9,0
96,1,0,5.03,154.3,0
96,2,0,3.408,166.3,1
96,3,0,5.831,213.8,0
96,4,0,3.613,161.4,1
96,5,0,3.814,107.6,0
96,6,0,3.999,226.9,0
96,7,1,5.439,134.3,0
96,8,1,3.464,120.9,1
96,9,1,3.916,176.5,1
96,10,1,4.424,128.5,1
96,11,1,3.088,159.3,1
96,12,1,5.916,115.7,0
97,1,0,5.361,280.8,0
97,2,0,3.97,269.8,1
97,3,0,4.689,282.6,0
97,4,0,5.534,218.0,0
97,5,0,4.892,227.0,0
97,6,0,3.516,314.3,1
97,7,1,4.654,203.9,1
97,8,1,7.132,158.9,0
97,9,1,4.693,244.3,1
97,10,1,6.929,228.3,0
97,11,1,5.418,218.0,0
97,12,1,5.335,186.9,1
98,1,0,3.98,182.7,1
98,2,0,2.918,143.7,0
98,3,0,3.828,261.3,0
98,4,0,2.839,243.5,1
98,5,0,3.958,262.5,0
98,6,0,2.971,346.4,1
98,7,1,4.55,246.2,1
98,8,1,5.315,139.9,0
98,9,1,5.972,225.8,0
98,10,1,5.46,167.1,0
98,11,1,5.48,137.7,0
98,12,1,5.22,198.5,0
99,1,0,6.301,156.2,0
99,2,0,5.846,195.4,0
99,3,0,5.321,139.0,1
99,4,0,5.86,226.1,0
99,5,0,5.414,220.1,0
99,6,0,4.965,230.4,0
99,7,1,6.259,234.9,1
99,8,1,5.851,215.4,0
99,9,1,5.387,191.3,1
99,10,1,5.715,192.5,1
99,11,1,5.648,192.6,1
99,12,1,6.29,231.4,0
100,1,0,5.868,278.0,0
100,2,0,4.524,210.9,0
100,3,0,5.741,151.2,0
100,4,0,4.257,216.2,0
100,5,0,4.747,160.1,0
100,6,0,5.555,263.0,0
100,7,1,4.597,221.2,1
100,8,1,6.58,210.1,1
100,9,1,4.464,241.7,1
100,10,1,5.731,149.1,0
100,11,1,5.028,198.9,0
100,12,1,6.042,191.9,0
101,1,0,4.74,199.5,1
101,2,0,5.618,297.5,0
101,3,0,4.846,301.3,1
101,4,0,5.645,273.9,1
101,5,0,5.022,217.9,0
101,6,0,4.508,226.6,1
101,7,1,5.757,214.5,1
101,8,1,7.246,185.3,0
101,9,1,5.655,242.1,1
101,10,1,5.948,189.1,1
101,11,1,6.125,150.9,0
101,12,1,7.179,179.0,0
102,1,0,2.697,222.1,1
102,2,0,3.577,228.8,0
102,3,0,3.77,206.1,1
102,4,0,5.517,207.8,0
102,5,0,3.279,193.8,1
102,6,0,3.393,245.3,1
102,7,1,5.157,108.5,1
102,8,1,6.585,186.0,0
102,9,1,6.077,206.9,1
102,10,1,6.02,169.1,0
102,11,1,6.782,223.8,0
102,12,1,7.379,193.8,0
103,1,0,4.685,153.8,1
103,2,0,5.858,247.8,0
103,3,0,6.656,170.7,0
103,4,0,7.274,190.3,0
103,5,0,6.81,203.8,0
103,6,0,6.289,170.4,1
103,7,1,7.446,134.3,0
103,8,1,6.939,155.1,1
103,9,1,7.769,168.9,0
103,10,1,7.003,121.9,1
103,11,1,7.356,115.8,0
103,12,1,5.001,264.1,1
104,1,0,4.001,184.9,0
104,2,0,4.369,168.7,0
104,3,0,3.768,233.4,0
104,4,0,2.333,277.5,1
104,5,0,4.978,209.9,0
104,6,0,4.591,180.8,0
104,7,0,4.368,233.6,0
104,8,0,3.232,185.3,1
104,9,0,4.618,163.3,0
104,10,0,3.039,229.6,1
104,11,0,3.465,199.3,1
104,12,0,3.47,190.7,0
105,1,0,2.591,180.5,0
105,2,0,1.321,291.2,1
105,3,0,4.657,287.8,0
105,4,0,2.539,187.0,0
105,5,0,3.124,184.6,0
105,6,0,3.573,220.1,0
105,7,0,3.369,166.1,0
105,8,0,4.257,261.0,0
105,9,0,3.498,278.8,0
105,10,0,3.312,242.7,0
105,11,0,4.953,194.3,0
105,12,0,3.671,180.4,0
106,1,0,3.837,326.0,0
106,2,0,4.075,289.9,0
106,3,0,3.917,267.4,1
106,4,0,4.722,251.4,0
106,5,0,4.15,269.1,0
106,6,0,3.638,238.7,1
106,7,1,7.066,207.1,0
106,8,1,4.616,192.6,1
106,9,1,4.091,173.2,1
106,10,1,4.198,229.4,1
106,11,1,4.694,246.7,1
106,12,1,6.3,190.4,0
107,1,0,3.38,175.5,0
107,2,0,3.724,178.0,0
107,3,0,3.756,230.6,1
107,4,0,3.748,149.4,0
107,5,0,2.799,220.7,1
107,6,0,4.608,141.1,0
107,7,0,3.446,201.1,0
107,8,0,1.805,223.7,1
107,9,0,2.414,214.5,1
107,10,0,2.95,158.8,0
107,11,0,2.58,199.4,0
107,12,0,1.845,217.6,1
108,1,0,5.927,185.3,0
108,2,0,4.96,135.7,0
108,3,0,4.756,200.9,0
108,4,0,3.922,170.5,1
108,5,0,5.641,202.2,0
108,6,0,5.922,97.7,0
108,7,1,5.033,91.3,1
108,8,1,5.59,111.5,1
108,9,1,6.313,89.3,1
108,10,1,4.834,125.0,1
108,11,1,4.724,98.2,1
108,12,1,5.894,180.4,0
109,1,0,1.837,328.1,1
109,2,0,3.389,168.5,1
109,3,0,1.822,281.5,1
109,4,0,5.958,261.1,0
109,5,0,3.457,249.0,1
109,6,0,3.665,331.5,0
109,7,0,2.343,298.8,1
109,8,0,3.728,299.2,0
109,9,0,4.409,296.6,0
109,10,0,5.322,201.2,0
109,11,0,5.213,202.3,0
109,12,0,5.219,262.7,0
110,1,0,4.68,192.6,1
110,2,0,4.431,194.3,0
110,3,0,4.658,213.8,0
110,4,0,5.189,163.1,0
110,5,0,4.554,141.4,1
110,6,0,5.024,155.1,0
110,7,1,5.896,150.1,0
110,8,1,5.602,195.3,0
110,9,1,5.709,151.1,0
110,10,1,5.8,116.8,0
110,11,1,4.862,177.9,1
110,12,1,5.891,132.5,0
111,1,0,6.445,204.6,0
111,2,0,5.555,178.2,0
111,3,0,4.369,170.3,0
111,4,0,5.085,162.2,0
111,5,0,6.684,161.6,0
111,6,0,4.167,229.2,1
111,7,1,6.096,155.0,1
111,8,1,6.931,186.1,0
111,9,1,5.344,223.3,1
111,10,1,5.703,200.9,0
111,11,1,5.057,176.0,1
111,12,1,5.21,171.2,1
112,1,0,3.829,105.3,1
112,2,0,2.637,183.0,1
112,3,0,3.054,203.9,0
112,4,0,3.288,134.9,0
112,5,0,4.3,144.7,1
112,6,0,3.656,288.6,0
112,7,0,5.717,143.5,0
112,8,0,5.043,224.0,0
112,9,0,3.925,219.7,1
112,10,0,4.572,167.7,0
112,11,0,5.525,184.8,0
112,12,0,7.146,103.1,0
113,1,0,3.996,163.3,0
113,2,0,4.706,151.8,0
113,3,0,4.066,227.9,1
113,4,0,5.058,167.5,0
113,5,0,3.972,195.3,0
113,6,0,4.627,199.1,0
113,7,1,3.592,131.8,1
113,8,1,5.006,108.3,1
113,9,1,6.036,63.5,1
113,10,1,4.55,209.8,1
113,11,1,6.111,228.5,0
113,12,1,5.082,128.5,0
114,1,0,4.537,123.8,0
114,2,0,3.854,191.8,1
114,3,0,4.194,160.3,1
114,4,0,5.381,146.3,0
114,5,0,4.13,181.7,0
114,6,0,4.297,257.8,0
114,7,1,4.469,214.7,1
114,8,1,5.926,114.4,0
114,9,1,4.718,119.4,1
114,10,1,3.77,183.4,1
114,11,1,4.77,161.5,1
114,12,1,3.023,99.7,1
115,1,0,3.715,188.0,0
115,2,0,4.044,196.1,0
115,3,0,3.683,180.7,0
115,4,0,5.622,135.4,0
115,5,0,5.014,189.7,0
115,6,0,5.052,234.4,0
115,7,1,3.55,258.9,1
115,8,1,5.936,101.2,0
115,9,1,3.909,243.0,1
115,10,1,2.724,195.8,1
115,11,1,2.697,205.2,1
115,12,1,4.431,190.6,0
116,1,0,3.184,229.5,1
116,2,0,3.316,229.4,1
116,3,0,3.999,244.7,0
116,4,0,4.896,192.5,0
116,5,0,5.316,214.0,0
116,6,0,4.468,199.6,0
116,7,0,5.481,207.6,0
116,8,0,4.446,232.2,0
116,9,0,5.53,200.0,0
116,10,0,5.736,131.0,0
116,11,0,4.897,200.4,0
116,12,0,5.184,273.8,0
117,1,0,2.694,121.0,1
117,2,0,3.096,93.5,1
117,3,0,5.358,200.5,0
117,4,0,4.551,186.4,1
117,5,0,4.545,98.0,0
117,6,0,3.69,147.6,1
117,7,1,5.007,131.5,0
117,8,1,4.624,141.6,1
117,9,1,5.417,168.8,0
117,10,1,5.455,176.5,0
117,11,1,4.635,206.2,1
117,12,1,6.221,72.5,0
118,1,0,5.03,259.5,0
118,2,0,4.265,197.7,0
118,3,0,4.863,203.6,0
118,4,0,5.057,280.4,0
118,5,0,4.886,329.6,0
118,6,0,4.359,304.5,1
118,7,1,5.98,186.4,0
118,8,1,6.308,170.7,0
118,9,1,8.74,181.8,0
118,10,1,4.237,146.7,1
118,11,1,4.855,199.0,1
118,12,1,7.252,198.2,0
119,1,0,2.298,253.7,1
119,2,0,3.486,291.9,0
119,3,0,2.931,270.5,0
119,4,0,3.726,279.3,0
119,5,0,5.421,233.3,0
119,6,0,2.69,262.8,1
119,7,0,3.513,253.3,0
119,8,0,3.854,220.2,0
119,9,0,4.253,348.1,0
119,10,0,4.39,292.4,0
119,11,0,4.275,247.3,0
119,12,0,4.95,249.3,0
120,1,0,3.494,324.6,1
120,2,0,5.443,183.5,0
120,3,0,4.579,167.4,0
120,4,0,5.363,290.5,0
120,5,0,5.006,218.6,0
120,6,0,3.212,172.8,1
120,7,1,4.639,108.3,1
120,8,1,3.236,184.0,1
120,9,1,5.589,214.3,0
120,10,1,5.462,222.6,0
120,11,1,5.098,216.2,1
120,12,1,3.957,232.1,1
