chat_id,issue_type,prompt,reply_length,llm_score
885,late delivery,v2,200,67.1
886,wrong order,v2,245,69.3
887,missing item,v3,265,71.5
888,missing item,v2,238,74.8
889,payment problem,v3,340,67.8
890,wrong order,v3,344,77.0
891,late delivery,v2,161,73.0
892,late delivery,v2,169,65.0
893,wrong order,v2,269,69.1
894,wrong order,v3,319,67.6
895,wrong order,v2,238,68.0
896,late delivery,v2,230,75.7
897,late delivery,v3,142,68.2
898,late delivery,v3,186,76.1
899,missing item,v2,228,69.0
900,payment problem,v3,421,83.6
901,late delivery,v2,233,70.9
902,missing item,v3,220,77.4
903,wrong order,v3,318,73.0
904,payment problem,v3,340,72.6
905,payment problem,v3,382,69.9
906,late delivery,v2,126,64.2
907,missing item,v3,209,72.7
908,missing item,v3,277,78.2
909,late delivery,v2,135,70.9
910,late delivery,v2,170,70.1
911,late delivery,v3,296,82.9
912,late delivery,v3,211,78.1
913,wrong order,v3,288,72.1
914,missing item,v2,205,66.7
915,missing item,v3,227,78.5
916,wrong order,v2,273,63.0
917,wrong order,v2,204,56.8
918,wrong order,v3,193,63.6
919,late delivery,v3,283,81.5
920,missing item,v2,190,74.0
921,missing item,v2,154,60.7
922,payment problem,v3,313,72.7
923,late delivery,v2,205,71.3
924,missing item,v3,132,58.2
925,missing item,v3,331,77.1
926,payment problem,v2,340,69.7
927,late delivery,v2,250,76.9
928,missing item,v3,162,67.0
929,late delivery,v2,115,64.3
930,payment problem,v3,337,75.5
931,payment problem,v2,317,62.4
932,missing item,v3,203,68.1
933,payment problem,v2,340,67.5
934,late delivery,v3,230,81.5
935,missing item,v2,267,72.2
936,payment problem,v3,326,64.7
937,late delivery,v2,122,64.6
938,wrong order,v2,349,74.9
939,missing item,v2,338,83.0
940,late delivery,v2,187,70.4
941,late delivery,v2,222,77.1
942,missing item,v3,335,78.7
943,payment problem,v2,244,67.5
944,payment problem,v3,296,63.9
945,late delivery,v3,319,87.8
946,late delivery,v3,186,75.9
947,late delivery,v2,124,66.9
948,wrong order,v2,267,65.8
949,payment problem,v3,304,62.7
950,late delivery,v3,214,78.2
951,late delivery,v2,87,73.7
952,payment problem,v2,311,58.7
953,wrong order,v2,246,64.7
954,payment problem,v3,281,60.0
955,missing item,v2,213,67.9
956,missing item,v2,318,70.4
957,late delivery,v3,207,79.2
958,wrong order,v3,324,72.7
959,missing item,v3,391,83.4
960,payment problem,v2,250,61.9
961,late delivery,v3,175,78.5
962,missing item,v3,201,74.7
963,payment problem,v2,208,56.6
964,wrong order,v3,287,71.6
965,late delivery,v2,140,69.7
966,wrong order,v3,285,70.5
967,late delivery,v3,313,84.8
968,wrong order,v2,157,57.6
969,wrong order,v2,267,66.9
970,late delivery,v2,214,69.9
971,late delivery,v3,243,74.7
972,late delivery,v3,240,80.5
973,wrong order,v2,269,67.3
974,payment problem,v2,278,57.6
975,missing item,v3,193,63.2
976,late delivery,v2,131,67.7
977,wrong order,v3,321,72.5
978,payment problem,v3,284,69.2
979,payment problem,v3,426,74.3
980,late delivery,v3,221,81.7
981,wrong order,v3,283,67.6
982,late delivery,v3,155,74.9
983,payment problem,v3,399,75.8
984,payment problem,v2,376,70.8
985,missing item,v3,285,74.8
986,late delivery,v3,265,80.9
987,wrong order,v2,290,70.6
988,late delivery,v3,226,67.7
989,missing item,v2,147,67.1
990,missing item,v3,225,78.0
991,missing item,v2,202,78.1
992,late delivery,v3,191,74.1
993,payment problem,v2,343,63.9
994,wrong order,v3,266,71.3
995,missing item,v2,127,61.6
996,wrong order,v3,261,74.6
997,late delivery,v3,209,76.0
998,missing item,v3,191,73.7
999,payment problem,v3,309,67.3
1000,late delivery,v2,195,68.5
1001,late delivery,v3,371,88.8
1002,wrong order,v3,265,72.1
1003,missing item,v2,168,70.6
1004,wrong order,v3,278,65.5
1005,late delivery,v2,251,78.2
1006,late delivery,v3,274,85.8
1007,late delivery,v3,284,82.5
1008,missing item,v2,179,73.4
1009,payment problem,v3,336,67.4
1010,wrong order,v3,245,65.6
1011,late delivery,v2,214,76.6
1012,late delivery,v2,172,74.2
1013,payment problem,v2,220,53.1
1014,late delivery,v2,107,67.8
1015,wrong order,v3,332,75.2
1016,late delivery,v3,261,79.3
1017,wrong order,v2,274,71.7
1018,missing item,v3,243,77.2
1019,wrong order,v2,195,55.6
1020,payment problem,v3,286,61.5
1021,wrong order,v2,260,65.8
1022,payment problem,v3,272,64.0
1023,missing item,v2,196,65.3
1024,late delivery,v2,161,72.0
1025,payment problem,v3,332,74.4
1026,late delivery,v2,108,64.0
1027,payment problem,v2,376,69.9
1028,late delivery,v2,86,63.4
1029,missing item,v2,126,58.0
1030,late delivery,v2,173,70.1
1031,payment problem,v2,242,54.1
1032,payment problem,v3,394,71.6
1033,late delivery,v2,240,76.6
1034,missing item,v3,190,67.7
1035,missing item,v3,335,83.8
1036,missing item,v2,230,71.0
1037,missing item,v3,264,81.9
1038,late delivery,v2,92,67.1
1039,late delivery,v3,96,64.3
1040,missing item,v2,286,75.0
1041,late delivery,v2,172,72.8
1042,missing item,v2,312,79.1
1043,late delivery,v3,97,70.1
1044,payment problem,v2,350,62.0
1045,missing item,v2,264,75.5
1046,late delivery,v3,208,76.5
1047,missing item,v3,213,77.6
1048,payment problem,v2,294,69.7
1049,payment problem,v2,273,53.7
1050,missing item,v3,211,65.7
1051,wrong order,v2,129,58.6
1052,payment problem,v2,285,60.6
1053,wrong order,v3,333,80.0
1054,missing item,v2,109,60.3
1055,wrong order,v2,305,64.4
1056,missing item,v3,194,72.2
1057,payment problem,v2,356,67.3
1058,late delivery,v2,204,73.8
1059,late delivery,v2,155,65.3
1060,payment problem,v2,282,65.1
1061,missing item,v2,224,75.2
1062,late delivery,v2,227,77.1
1063,missing item,v3,169,69.8
1064,late delivery,v2,139,66.5
1065,missing item,v2,210,62.2
1066,missing item,v3,293,83.5
1067,late delivery,v3,228,75.2
1068,payment problem,v2,305,65.8
1069,wrong order,v2,236,64.0
1070,wrong order,v2,223,65.1
1071,late delivery,v2,173,70.6
1072,missing item,v3,220,74.3
1073,payment problem,v2,351,74.2
1074,late delivery,v3,172,78.5
1075,late delivery,v2,77,56.7
1076,payment problem,v3,320,63.6
1077,wrong order,v2,236,65.6
1078,late delivery,v3,227,81.6
1079,missing item,v2,258,72.8
1080,wrong order,v3,275,72.6
1081,wrong order,v3,310,70.7
1082,late delivery,v3,186,73.6
1083,late delivery,v2,173,75.0
1084,missing item,v3,224,71.4
1085,payment problem,v3,213,59.7
1086,late delivery,v2,192,66.9
1087,missing item,v3,264,72.2
1088,wrong order,v3,232,72.4
1089,missing item,v3,221,69.5
1090,wrong order,v3,294,70.5
1091,missing item,v2,225,68.1
1092,late delivery,v2,99,64.2
1093,wrong order,v3,336,77.8
1094,wrong order,v3,293,77.4
1095,missing item,v3,223,69.6
1096,late delivery,v2,155,67.1
1097,late delivery,v2,204,80.4
1098,late delivery,v2,92,63.5
1099,missing item,v3,274,75.2
1100,late delivery,v2,186,70.9
1101,missing item,v2,217,68.0
1102,late delivery,v2,160,72.0
1103,payment problem,v2,171,56.3
1104,wrong order,v3,295,76.7
1105,late delivery,v2,189,72.0
1106,wrong order,v3,224,63.1
1107,missing item,v2,218,71.8
1108,payment problem,v3,385,71.5
1109,late delivery,v2,280,87.3
1110,missing item,v2,315,76.3
1111,late delivery,v2,167,64.0
1112,late delivery,v3,231,85.0
1113,late delivery,v3,208,79.5
1114,missing item,v2,280,72.0
1115,late delivery,v2,171,73.4
1116,payment problem,v3,279,67.4
1117,late delivery,v3,177,72.0
1118,missing item,v2,265,69.3
1119,wrong order,v3,176,63.4
1120,payment problem,v3,269,66.5
1121,wrong order,v2,245,64.8
1122,late delivery,v3,60,63.2
1123,missing item,v2,214,74.1
1124,payment problem,v2,300,61.8
1125,payment problem,v3,347,74.3
1126,wrong order,v3,218,68.0
1127,missing item,v2,253,68.1
1128,late delivery,v3,213,83.6
1129,payment problem,v3,441,75.9
1130,wrong order,v3,222,70.2
1131,wrong order,v2,217,58.3
1132,late delivery,v2,60,58.1
1133,missing item,v3,233,71.1
1134,missing item,v3,219,73.3
1135,wrong order,v3,225,68.7
1136,late delivery,v2,293,85.3
1137,wrong order,v3,350,68.5
1138,late delivery,v2,282,81.3
1139,late delivery,v3,236,85.8
1140,missing item,v3,175,71.3
1141,wrong order,v2,205,62.9
1142,wrong order,v2,365,72.6
1143,wrong order,v2,255,63.3
1144,late delivery,v2,194,72.3
1145,late delivery,v2,199,67.3
1146,wrong order,v3,271,70.0
1147,late delivery,v3,148,71.7
1148,wrong order,v3,365,71.3
1149,late delivery,v3,346,90.4
1150,wrong order,v3,229,73.1
1151,missing item,v3,235,74.2
1152,late delivery,v2,197,71.9
1153,missing item,v2,258,75.5
1154,late delivery,v3,176,74.8
1155,missing item,v3,260,78.2
1156,wrong order,v2,230,66.6
1157,late delivery,v3,189,77.5
1158,missing item,v2,170,62.1
1159,late delivery,v3,285,80.9
1160,payment problem,v3,233,59.8
1161,late delivery,v3,372,92.1
1162,late delivery,v3,156,69.9
1163,missing item,v3,273,72.2
1164,payment problem,v2,252,59.5
1165,payment problem,v3,333,71.1
1166,payment problem,v2,283,57.6
1167,late delivery,v3,305,84.7
1168,missing item,v3,204,72.1
1169,payment problem,v3,313,71.2
1170,missing item,v2,187,67.1
1171,late delivery,v2,117,65.8
1172,late delivery,v3,230,80.6
1173,wrong order,v3,268,73.9
1174,missing item,v2,263,77.3
1175,missing item,v2,227,67.1
1176,late delivery,v2,179,69.1
1177,payment problem,v3,379,68.2
1178,late delivery,v2,196,76.6
1179,late delivery,v3,158,74.2
1180,late delivery,v3,194,70.1
1181,missing item,v2,135,66.7
1182,missing item,v3,236,77.5
1183,late delivery,v3,233,74.8
1184,payment problem,v3,347,69.7
1185,missing item,v3,310,72.2
1186,late delivery,v3,205,78.4
1187,payment problem,v3,391,78.1
1188,late delivery,v3,312,84.9
1189,payment problem,v3,334,70.5
1190,payment problem,v2,291,60.8
1191,late delivery,v3,173,71.8
1192,late delivery,v2,100,69.7
1193,wrong order,v3,254,66.9
1194,missing item,v3,294,78.4
1195,wrong order,v2,195,59.5
1196,payment problem,v2,311,66.9
1197,missing item,v2,212,71.3
1198,wrong order,v3,259,74.3
1199,payment problem,v2,355,60.9
1200,payment problem,v2,278,59.8
1201,late delivery,v3,210,78.7
1202,payment problem,v3,302,63.0
1203,late delivery,v3,113,67.0
1204,payment problem,v2,347,60.6
1205,late delivery,v2,120,65.4
1206,missing item,v3,241,73.7
1207,late delivery,v3,286,83.5
1208,payment problem,v3,256,55.5
1209,wrong order,v3,391,78.0
1210,late delivery,v3,133,72.6
1211,payment problem,v2,234,60.7
1212,late delivery,v2,160,64.7
1213,payment problem,v2,254,64.8
1214,missing item,v3,239,75.8
1215,missing item,v3,274,80.0
1216,late delivery,v2,230,74.2
1217,payment problem,v2,302,61.6
1218,wrong order,v2,272,62.3
1219,wrong order,v2,157,62.2
1220,wrong order,v2,214,55.8
1221,late delivery,v2,192,68.4
1222,late delivery,v2,252,80.6
1223,missing item,v2,259,69.0
1224,late delivery,v3,169,71.8
1225,missing item,v2,169,66.7
1226,wrong order,v2,250,62.6
1227,late delivery,v3,198,79.7
1228,missing item,v3,303,76.7
1229,wrong order,v2,204,67.4
1230,wrong order,v3,318,74.5
1231,wrong order,v3,347,82.1
1232,late delivery,v2,204,72.6
1233,late delivery,v2,113,69.2
1234,payment problem,v2,289,62.9
1235,late delivery,v3,206,78.7
1236,missing item,v2,88,63.4
1237,payment problem,v3,229,65.0
1238,payment problem,v3,207,57.9
1239,late delivery,v3,238,75.8
1240,payment problem,v2,211,56.1
1241,late delivery,v2,242,73.9
1242,missing item,v2,181,60.2
1243,late delivery,v2,78,58.5
1244,wrong order,v3,222,69.2
1245,late delivery,v2,155,71.1
1246,late delivery,v3,194,71.6
1247,missing item,v3,297,75.9
1248,payment problem,v3,357,73.8
1249,missing item,v3,187,69.9
1250,payment problem,v3,350,69.0
1251,late delivery,v2,115,69.1
1252,late delivery,v3,314,85.8
1253,wrong order,v2,160,50.4
1254,late delivery,v2,225,72.9
1255,missing item,v3,271,75.7
1256,wrong order,v2,235,65.2
1257,payment problem,v2,233,58.0
1258,wrong order,v2,205,53.7
1259,missing item,v2,207,67.5
1260,wrong order,v3,335,77.3
1261,wrong order,v2,171,60.3
1262,missing item,v2,187,69.5
1263,missing item,v2,164,71.6
1264,wrong order,v2,258,64.4
1265,late delivery,v2,187,77.4
1266,wrong order,v3,347,77.6
1267,wrong order,v2,282,75.4
1268,late delivery,v3,249,87.6
1269,missing item,v3,202,69.1
1270,late delivery,v2,109,61.3
1271,late delivery,v3,260,82.8
1272,late delivery,v3,316,85.5
1273,late delivery,v2,60,66.8
1274,wrong order,v3,273,71.1
1275,missing item,v2,186,66.8
1276,late delivery,v2,197,68.5
1277,wrong order,v2,394,77.7
1278,missing item,v2,208,65.1
1279,late delivery,v3,265,81.5
1280,wrong order,v2,291,63.2
1281,missing item,v3,293,76.9
1282,wrong order,v3,377,81.6
1283,payment problem,v3,343,73.6
1284,missing item,v2,207,69.9
1285,wrong order,v2,191,56.5
1286,payment problem,v3,287,65.9
1287,missing item,v3,302,79.9
1288,missing item,v2,218,69.9
1289,late delivery,v2,101,59.1
1290,late delivery,v3,239,85.3
1291,late delivery,v2,85,64.3
1292,late delivery,v2,247,78.5
1293,late delivery,v2,138,64.6
1294,missing item,v3,224,73.0
1295,wrong order,v2,292,75.5
1296,missing item,v2,195,66.6
1297,missing item,v2,296,71.2
1298,missing item,v2,246,77.4
1299,late delivery,v2,224,78.3
1300,late delivery,v3,244,77.5
1301,missing item,v3,202,73.0
1302,late delivery,v2,184,69.8
1303,late delivery,v3,127,66.6
1304,wrong order,v3,203,60.1
1305,late delivery,v3,147,70.9
1306,late delivery,v3,141,63.8
1307,late delivery,v3,190,77.1
1308,missing item,v3,339,85.2
1309,payment problem,v2,319,64.5
1310,late delivery,v3,218,73.8
1311,late delivery,v2,152,67.3
1312,missing item,v3,142,67.8
1313,payment problem,v3,368,73.9
1314,late delivery,v2,154,63.1
1315,late delivery,v2,214,79.0
1316,late delivery,v2,98,68.6
1317,late delivery,v3,254,76.0
1318,payment problem,v2,305,68.2
1319,late delivery,v2,172,70.4
1320,wrong order,v3,299,68.8
1321,late delivery,v3,234,79.9
1322,payment problem,v2,341,71.4
1323,missing item,v3,195,69.0
1324,wrong order,v3,223,67.8
1325,payment problem,v2,252,62.7
1326,missing item,v2,246,74.1
1327,missing item,v2,242,65.9
1328,missing item,v3,173,70.3
1329,missing item,v2,238,73.0
1330,late delivery,v2,118,66.5
1331,late delivery,v3,238,79.9
1332,wrong order,v2,162,61.7
1333,wrong order,v2,253,62.2
1334,payment problem,v3,391,77.1
1335,late delivery,v3,248,79.9
1336,late delivery,v2,111,63.2
1337,missing item,v2,294,82.8
1338,missing item,v2,275,78.1
1339,late delivery,v3,269,86.3
1340,late delivery,v3,168,80.3
1341,late delivery,v3,187,80.4
1342,wrong order,v3,328,70.6
1343,wrong order,v2,319,77.7
1344,wrong order,v3,222,67.0
1345,late delivery,v2,223,73.1
1346,late delivery,v2,131,68.6
1347,late delivery,v2,162,71.9
1348,late delivery,v3,295,93.4
1349,wrong order,v3,307,69.5
1350,late delivery,v3,225,79.3
1351,missing item,v2,160,64.3
1352,missing item,v3,175,67.8
1353,wrong order,v2,249,63.7
1354,late delivery,v3,189,77.9
1355,late delivery,v2,180,72.5
1356,missing item,v3,214,77.6
1357,payment problem,v2,334,68.6
1358,missing item,v3,240,79.3
1359,late delivery,v2,119,68.1
1360,missing item,v3,268,75.1
1361,wrong order,v3,310,72.9
1362,payment problem,v3,334,71.3
1363,late delivery,v3,250,88.5
1364,late delivery,v2,255,79.6
1365,late delivery,v3,143,73.1
1366,late delivery,v3,227,79.0
1367,payment problem,v2,284,60.5
1368,missing item,v3,173,66.5
1369,late delivery,v3,192,80.0
1370,wrong order,v2,207,64.0
1371,late delivery,v3,238,78.4
1372,missing item,v2,140,66.0
1373,missing item,v2,123,55.2
1374,late delivery,v3,256,76.5
1375,payment problem,v2,288,66.0
1376,late delivery,v3,244,82.2
1377,late delivery,v3,323,82.7
1378,missing item,v3,229,73.5
1379,wrong order,v3,241,65.3
1380,late delivery,v3,208,72.0
1381,payment problem,v2,219,49.5
1382,late delivery,v3,224,83.9
1383,late delivery,v2,203,75.7
1384,wrong order,v2,113,48.8
1385,missing item,v2,111,60.2
1386,missing item,v2,195,63.4
1387,missing item,v3,192,65.9
1388,late delivery,v2,82,62.0
1389,payment problem,v3,346,70.7
1390,missing item,v2,60,59.7
1391,late delivery,v2,79,62.8
1392,wrong order,v2,338,69.8
1393,late delivery,v2,155,69.9
1394,wrong order,v3,247,70.8
1395,late delivery,v3,121,72.3
1396,missing item,v3,212,70.5
1397,wrong order,v3,299,75.9
1398,missing item,v2,186,69.6
1399,wrong order,v3,195,65.3
1400,late delivery,v3,199,75.2
1401,late delivery,v3,254,82.9
1402,late delivery,v3,232,75.4
1403,missing item,v3,234,76.4
1404,late delivery,v2,169,70.5
1405,late delivery,v2,277,77.6
1406,wrong order,v3,291,71.8
1407,late delivery,v3,210,81.4
1408,payment problem,v2,250,53.5
1409,late delivery,v2,152,71.2
1410,late delivery,v2,132,68.5
1411,wrong order,v2,155,55.1
1412,missing item,v3,198,70.1
1413,missing item,v2,219,67.3
1414,late delivery,v3,249,76.5
1415,late delivery,v3,329,89.2
1416,late delivery,v3,209,70.0
1417,missing item,v3,300,81.0
1418,wrong order,v2,210,65.0
1419,payment problem,v3,350,74.8
1420,late delivery,v2,60,62.1
1421,late delivery,v2,161,64.4
1422,late delivery,v3,161,67.9
1423,missing item,v3,321,83.1
1424,late delivery,v3,197,76.0
1425,late delivery,v3,147,64.7
1426,wrong order,v3,241,64.9
1427,missing item,v2,121,65.4
1428,late delivery,v2,272,81.0
1429,late delivery,v3,169,78.2
1430,late delivery,v3,203,84.6
1431,payment problem,v2,221,57.0
1432,late delivery,v2,239,84.4
1433,late delivery,v2,151,73.0
1434,late delivery,v3,114,64.0
1435,wrong order,v2,265,72.1
1436,payment problem,v2,226,62.3
1437,late delivery,v3,256,80.5
1438,missing item,v3,304,74.7
1439,wrong order,v3,394,83.6
1440,payment problem,v3,335,74.0
1441,missing item,v2,203,70.0
1442,payment problem,v3,183,59.0
1443,payment problem,v3,354,75.5
1444,late delivery,v2,122,68.4
1445,wrong order,v2,191,64.9
1446,payment problem,v3,443,73.5
1447,missing item,v3,279,77.7
1448,late delivery,v3,116,64.6
1449,late delivery,v3,261,83.8
1450,late delivery,v3,116,74.4
1451,wrong order,v2,249,65.4
1452,missing item,v3,187,62.9
1453,late delivery,v3,268,85.9
1454,late delivery,v3,182,74.5
1455,late delivery,v3,287,80.7
1456,late delivery,v3,151,69.4
1457,missing item,v2,157,69.1
1458,payment problem,v2,369,71.2
1459,late delivery,v3,147,75.9
1460,late delivery,v3,254,77.4
1461,late delivery,v3,358,84.7
1462,late delivery,v3,121,69.9
1463,late delivery,v3,204,79.9
1464,missing item,v3,253,77.9
1465,late delivery,v3,214,77.9
1466,late delivery,v2,242,76.0
1467,late delivery,v2,155,75.6
1468,wrong order,v3,289,76.6
1469,missing item,v2,94,56.6
1470,missing item,v3,280,73.4
1471,late delivery,v3,225,88.9
1472,payment problem,v3,383,76.7
1473,late delivery,v2,222,77.2
1474,late delivery,v3,104,69.4
1475,late delivery,v3,165,72.5
1476,late delivery,v3,275,85.0
1477,wrong order,v3,212,67.9
1478,wrong order,v3,249,70.6
1479,wrong order,v2,264,67.0
1480,wrong order,v3,299,70.7
1481,late delivery,v3,164,72.0
1482,missing item,v2,219,68.0
1483,late delivery,v3,272,84.3
1484,missing item,v3,244,74.5
1485,late delivery,v3,197,79.7
1486,wrong order,v3,202,67.7
1487,wrong order,v3,230,65.5
1488,late delivery,v2,98,65.1
1489,late delivery,v2,148,68.1
1490,wrong order,v2,280,68.4
1491,late delivery,v3,146,72.7
1492,late delivery,v3,143,71.2
1493,payment problem,v2,221,57.8
1494,wrong order,v2,227,62.2
1495,late delivery,v3,100,71.2
1496,missing item,v2,168,67.5
1497,late delivery,v2,117,68.2
1498,late delivery,v3,203,77.2
1499,late delivery,v2,230,75.1
1500,payment problem,v2,368,68.4
1501,late delivery,v2,145,66.6
1502,missing item,v2,317,79.7
1503,wrong order,v3,230,64.3
1504,late delivery,v2,170,70.8
1505,missing item,v2,215,74.1
1506,late delivery,v2,221,72.6
1507,wrong order,v2,251,65.3
1508,payment problem,v2,267,54.6
1509,wrong order,v3,305,70.7
1510,wrong order,v2,195,63.9
1511,late delivery,v3,243,76.9
1512,late delivery,v2,93,62.8
1513,payment problem,v2,182,50.1
1514,late delivery,v3,188,80.0
1515,wrong order,v3,248,71.3
1516,wrong order,v2,197,63.4
1517,missing item,v3,233,74.0
1518,missing item,v2,317,78.4
1519,missing item,v2,191,64.5
1520,late delivery,v2,229,83.5
1521,late delivery,v3,272,80.4
1522,missing item,v3,275,79.6
1523,late delivery,v2,176,71.8
1524,late delivery,v3,226,80.7
1525,late delivery,v3,200,75.3
1526,wrong order,v3,206,56.2
1527,late delivery,v2,252,77.2
1528,missing item,v3,222,69.2
1529,missing item,v3,236,73.7
1530,missing item,v3,174,64.4
1531,payment problem,v2,290,69.6
1532,late delivery,v2,238,80.3
1533,payment problem,v3,321,66.5
1534,missing item,v3,263,80.2
1535,wrong order,v2,317,67.2
1536,payment problem,v2,355,68.9
1537,wrong order,v3,297,66.1
1538,wrong order,v3,342,78.0
1539,payment problem,v2,253,62.3
1540,late delivery,v3,198,77.0
1541,missing item,v2,218,69.1
1542,late delivery,v3,200,84.6
1543,payment problem,v2,321,67.0
1544,payment problem,v2,350,63.5
1545,late delivery,v2,209,77.6
1546,payment problem,v3,290,58.8
1547,missing item,v2,181,57.6
1548,wrong order,v3,356,69.1
1549,late delivery,v2,227,70.4
1550,wrong order,v2,214,56.6
1551,payment problem,v3,362,72.3
1552,wrong order,v2,320,71.2
1553,wrong order,v2,193,62.3
1554,wrong order,v2,227,67.1
1555,wrong order,v2,358,76.6
1556,late delivery,v3,211,80.3
1557,missing item,v3,307,78.4
1558,wrong order,v3,281,75.4
1559,late delivery,v2,224,77.7
1560,wrong order,v2,319,69.1
1561,late delivery,v3,162,73.1
1562,late delivery,v3,202,78.0
1563,payment problem,v3,341,73.6
1564,late delivery,v2,143,66.9
1565,wrong order,v3,328,74.8
1566,late delivery,v2,240,74.4
1567,late delivery,v3,195,72.4
1568,missing item,v3,294,83.0
1569,wrong order,v2,91,56.3
1570,missing item,v3,193,62.9
1571,late delivery,v3,228,75.8
1572,wrong order,v3,253,63.6
1573,late delivery,v2,166,65.4
1574,late delivery,v3,243,81.3
1575,missing item,v2,221,70.7
1576,late delivery,v3,236,81.3
1577,late delivery,v3,200,73.6
1578,late delivery,v2,225,74.6
1579,payment problem,v3,324,64.9
1580,missing item,v3,193,67.9
1581,late delivery,v3,158,68.5
1582,late delivery,v3,306,87.5
1583,late delivery,v2,136,65.6
1584,missing item,v3,222,77.8
1585,late delivery,v3,293,82.2
1586,wrong order,v3,264,67.4
1587,missing item,v3,259,80.7
1588,missing item,v3,314,77.4
1589,payment problem,v3,244,65.7
1590,wrong order,v3,292,64.5
1591,missing item,v2,309,73.4
1592,payment problem,v2,273,64.5
1593,missing item,v3,202,72.5
1594,late delivery,v3,241,84.3
1595,wrong order,v2,210,66.3
1596,late delivery,v3,289,84.0
1597,late delivery,v3,167,75.0
1598,payment problem,v3,380,75.5
1599,wrong order,v3,284,72.6
1600,late delivery,v2,247,84.7
1601,missing item,v3,312,73.1
1602,late delivery,v2,65,55.4
1603,late delivery,v2,188,69.8
1604,late delivery,v2,150,62.4
1605,missing item,v3,301,76.8
1606,missing item,v2,230,71.7
1607,payment problem,v2,244,54.8
1608,late delivery,v3,167,73.7
1609,payment problem,v3,433,82.5
1610,late delivery,v3,220,80.2
1611,missing item,v2,199,68.2
1612,late delivery,v3,189,76.2
1613,late delivery,v2,144,71.0
1614,late delivery,v2,140,72.4
1615,late delivery,v2,113,69.5
1616,late delivery,v3,205,68.8
1617,missing item,v3,186,70.8
1618,late delivery,v3,259,82.4
1619,missing item,v3,163,68.4
1620,late delivery,v2,274,75.6
1621,late delivery,v2,288,79.0
1622,wrong order,v3,332,66.8
1623,late delivery,v2,151,70.9
1624,payment problem,v2,178,51.7
1625,missing item,v2,91,57.5
1626,payment problem,v3,309,62.1
1627,late delivery,v3,233,82.5
1628,missing item,v3,272,72.0
1629,late delivery,v3,220,68.4
1630,late delivery,v2,147,70.4
1631,payment problem,v3,309,64.8
1632,late delivery,v2,78,62.0
1633,wrong order,v2,245,64.6
1634,wrong order,v3,341,75.4
1635,missing item,v3,167,64.4
1636,late delivery,v2,158,76.0
1637,wrong order,v3,353,78.0
1638,missing item,v3,298,82.8
1639,wrong order,v3,261,77.9
1640,missing item,v3,310,75.7
1641,payment problem,v2,308,69.9
1642,late delivery,v2,134,60.0
1643,late delivery,v2,233,71.7
1644,missing item,v3,219,75.3
1645,missing item,v3,307,76.9
1646,payment problem,v2,326,63.2
1647,late delivery,v3,183,78.3
1648,missing item,v2,311,75.6
1649,late delivery,v3,242,74.8
1650,late delivery,v3,193,70.5
1651,wrong order,v3,287,76.1
1652,late delivery,v2,150,70.3
1653,wrong order,v3,385,78.2
1654,late delivery,v3,168,70.5
1655,late delivery,v3,287,89.8
1656,payment problem,v2,283,60.6
1657,payment problem,v2,271,64.5
1658,payment problem,v2,319,66.8
1659,late delivery,v3,203,76.0
1660,missing item,v2,292,62.8
1661,wrong order,v2,207,56.7
1662,payment problem,v3,242,61.7
1663,wrong order,v3,332,70.8
1664,late delivery,v2,140,69.7
1665,late delivery,v3,201,75.7
1666,late delivery,v2,123,70.4
1667,payment problem,v2,322,64.0
1668,payment problem,v3,320,64.4
1669,late delivery,v2,134,65.9
1670,late delivery,v2,227,84.6
1671,missing item,v2,149,66.7
1672,wrong order,v3,249,72.5
1673,wrong order,v2,349,71.1
1674,wrong order,v3,326,67.0
1675,payment problem,v2,200,55.8
1676,wrong order,v3,269,70.8
1677,payment problem,v2,288,61.1
1678,late delivery,v3,172,70.1
1679,late delivery,v2,60,65.3
1680,late delivery,v2,75,60.6
1681,late delivery,v3,270,83.1
1682,late delivery,v3,304,85.9
1683,wrong order,v2,233,60.4
1684,wrong order,v2,207,56.2
1685,wrong order,v3,266,63.6
1686,missing item,v3,205,72.1
1687,missing item,v2,168,66.6
1688,late delivery,v2,127,61.6
1689,late delivery,v3,255,84.5
1690,missing item,v3,285,75.8
1691,wrong order,v3,237,68.0
1692,payment problem,v2,215,54.4
1693,missing item,v2,165,61.9
1694,missing item,v2,134,65.2
1695,late delivery,v3,181,75.5
1696,late delivery,v3,76,65.9
1697,payment problem,v2,289,67.8
1698,payment problem,v3,393,73.0
1699,late delivery,v2,129,66.2
1700,payment problem,v3,254,62.7
1701,wrong order,v3,334,70.9
1702,wrong order,v3,265,68.4
1703,missing item,v2,250,76.6
1704,payment problem,v2,332,68.0
1705,late delivery,v2,218,69.8
1706,missing item,v2,120,62.8
1707,late delivery,v3,143,70.2
1708,late delivery,v3,255,81.5
1709,wrong order,v2,185,66.0
1710,payment problem,v3,358,74.5
1711,late delivery,v3,169,69.9
1712,payment problem,v2,277,65.8
1713,late delivery,v2,161,69.5
1714,late delivery,v2,141,68.0
1715,payment problem,v3,259,57.1
1716,wrong order,v2,269,69.8
1717,payment problem,v2,296,62.2
1718,late delivery,v3,195,71.0
1719,late delivery,v3,191,73.6
1720,missing item,v2,157,68.7
1721,late delivery,v3,286,81.7
1722,late delivery,v3,97,62.5
1723,late delivery,v2,76,62.7
1724,late delivery,v2,164,75.3
